"","priop","UDD_KODE","kvotient","kvote","land","Campus","MAT_Niveau","MATGrade","ENG_Niveau","ENGGrade","DAN_Niveau","DANGrade","gender","ADGGRU","zip","residenceBeforeEnrolment","ageAtEnrolment","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","startMonth","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA"
"118","1.prio",25317,4.3,1,"Danmark","Aalborg","A",1.75,"B",7.33333333333333,"A",3.66666666666667,"Mænd","STX","3.00E+08","Ikke oplyst",20,432,2015,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJC8009I","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2015-09-01,2017-06-19,"kandidat",9,2015,5,"MSc2011",5,5,5,5,5,5,15,15,5,0,10,5,10,5,15,15,5,0,10,0,10,0,15,0,5,0,10,0,10,0,60,45,5,0,10,0,10,0,60,0,5,0,10,0,10,0,60,0,5,0,10,0,10,0,60,0,5,0,10,0,10,0,60,0,5,0,10,0,10,0,60,0,5,0,10,0,10,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,7,7,2,NA,4.5,2.33333333333333,2,NA,4.5,2.33333333333333,2,NA,4.5,4.2,2,NA,4.5,4.2,2,NA,4.5,4.2,2,NA,4.5,4.2,2,NA,4.5,4.2,2,NA,4.5,4.2,2,NA,4.5,4.2,2
"119","1.prio",25317,4.1,1,"Danmark","Aalborg","B",2,"B",2,NA,NA,"Mænd","HHX","9000","Nordjyll.",29,1628,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-05-14,"bachelor",9,2012,5,"BSc2010",0,0,5,5,0,0,10,10,5,15,15,10,0,0,25,15,5,5,20,10,0,0,35,10,5,10,20,5,0,0,35,0,5,0,20,0,0,0,35,0,5,0,20,0,0,0,35,0,5,0,20,0,0,0,35,0,5,0,20,0,0,0,35,0,5,0,20,0,0,0,35,0,5,0,20,0,0,0,35,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,12,0,NA,4,7,-0.25,NA,8,6,-1.2,NA,8,6,-1.83333333333333,NA,8,6,-1.83333333333333,NA,8,6,-1.83333333333333,NA,8,6,-1.83333333333333,NA,8,6,-1.83333333333333,NA,8,6,-1.83333333333333,NA,8,6,-1.83333333333333
"120","1.prio",25317,4.4,1,"Danmark","Aalborg","A",0,"B",5.75,"A",4.33333333333333,"Kvinder","STX","9000","Nordjyll.",22,1591,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2014-02-26,"bachelor",9,2012,5,"BSc2010",0,0,5,5,0,0,10,10,5,15,15,10,0,0,25,15,5,0,15,5,0,0,25,10,5,10,15,0,0,0,25,0,5,0,15,0,0,0,25,0,5,0,15,0,0,0,25,0,5,0,15,0,0,0,25,0,5,0,15,0,0,0,25,0,5,0,15,0,0,0,25,0,5,0,15,0,0,0,25,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,4,0,NA,2,3,-0.75,NA,2,0.333333333333333,-0.75,NA,2,0.333333333333333,-1.6,NA,2,0.333333333333333,-1.6,NA,2,0.333333333333333,-1.6,NA,2,0.333333333333333,-1.6,NA,2,0.333333333333333,-1.6,NA,2,0.333333333333333,-1.6,NA,2,0.333333333333333,-1.6
"121","1.prio",25317,8.3,1,"Danmark","Aalborg","B",7,"A",9,"A",7,"Mænd","HHX","9000","Nordjyll.",21,1646,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2014-09-29,"bachelor",9,2012,6,"BSc2010",0,0,5,5,0,0,10,10,15,15,15,10,0,0,25,15,15,0,25,10,0,0,35,10,25,20,25,5,0,0,35,15,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,7,0,NA,7,9.5,8,NA,9.5,10.3333333333333,8,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333
"122","1.prio",25317,4.2,1,"Danmark","Aalborg","B",2.66666666666667,"A",7.5,"A",4.75,"Mænd","STX","9000","Nordjyll.",24,1671,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2015-12-21,"bachelor",9,2012,8,"BSc2010",0,0,5,5,0,0,10,10,15,15,15,10,0,0,25,15,15,0,20,5,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,4,0,NA,4,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3
"123","1.prio",25317,6.6,1,"Litauen","Aalborg","B",2,"B",2,NA,NA,"Mænd","Udenlandsk adg.grundlag","9000","Nordjyll.",19,1670,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2015-12-17,"bachelor",9,2012,8,"BSc2010",0,0,5,5,0,0,10,10,15,15,15,10,0,0,25,15,15,0,25,10,0,0,35,10,20,20,30,5,0,0,50,15,20,5,35,10,0,0,65,15,20,10,35,10,0,0,65,0,20,0,35,0,0,0,65,0,20,0,35,0,0,0,65,0,20,0,35,0,0,0,65,0,20,0,35,0,0,0,65,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,4,0,NA,4,8,2.66666666666667,NA,8,6,2.66666666666667,NA,8,5,-0.375,NA,6.66666666666667,6,-0.666666666666667,NA,6.66666666666667,6,-0.545454545454545,NA,6.66666666666667,6,-0.545454545454545,NA,6.66666666666667,6,-0.545454545454545,NA,6.66666666666667,6,-0.545454545454545,NA,6.66666666666667,6,-0.545454545454545
"124","1.prio",25317,6.4,1,"Danmark","Aalborg","A",3.25,"B",4.33333333333333,"A",5,"Mænd","HTX","9000","Nordjyll.",21,1860,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Diplomingeniøruddannelsen Maskinteknik","Industri og Global Forretn.udvikl.","TEK-NAT","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-25,"bachelor",9,2012,7,"BSc2010",0,0,5,5,0,0,10,10,15,15,15,10,0,0,25,15,15,0,25,10,0,0,35,10,35,20,30,5,0,0,50,15,35,0,40,10,0,0,65,15,45,10,45,5,0,0,85,20,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,4,0,NA,4,8,6,NA,7,8.66666666666667,6,NA,7,9.5,4,NA,7,9.6,4,NA,7,10,5.125,NA,7,10,5.125,NA,7,10,5.125,NA,7,10,5.125,NA,7,10,5.125
"125","1.prio",25317,3.5,1,"Danmark","Aalborg","B",2,"A",3,"A",4.25,"Mænd","STX","9230","Nordjyll.",24,1773,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-25,"bachelor",9,2012,7,"BSc2010",0,0,5,5,0,0,10,10,15,15,15,10,0,0,25,15,15,0,25,10,0,0,35,10,25,20,30,5,0,0,50,15,25,0,40,10,0,0,65,15,45,20,45,5,0,0,85,20,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,7,0,NA,4,5.5,6,NA,3,6,6,NA,3,6.25,3.71428571428571,NA,2.66666666666667,7,3.71428571428571,NA,2.66666666666667,7.5,3.33333333333333,NA,2.66666666666667,7.5,3.33333333333333,NA,2.66666666666667,7.5,3.33333333333333,NA,2.66666666666667,7.5,3.33333333333333,NA,2.66666666666667,7.5,3.33333333333333
"126","1.prio",25317,8.7,1,"Danmark","Aalborg","B",2,"B",2,NA,NA,"Mænd","STX","9000","Nordjyll.",25,1528,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-01-21,"bachelor",9,2012,5,"BSc2010",0,0,0,5,0,0,0,10,0,5,0,5,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,-5,0,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5
"127","1.prio",25317,3.8,1,"Danmark","Aalborg","B",1,"B",8.5,"A",2,"Mænd","HF","9000","Nordjyll.",26,1529,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-03-17,"bachelor",9,2012,5,"BSc2010",0,0,5,5,0,0,10,10,0,15,5,10,0,0,10,15,0,5,5,5,0,0,10,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,10,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,4,0,NA,0,-0.5,-1.66666666666667,NA,-1.5,-0.5,-2.5,NA,-1.5,-0.5,-2.5,NA,-1.5,-0.5,-2.5,NA,-1.5,-0.5,-2.5,NA,-1.5,-0.5,-2.5,NA,-1.5,-0.5,-2.5,NA,-1.5,-0.5,-2.5,NA,-1.5,-0.5,-2.5
"128","1.prio",25317,8.9,1,"Danmark","Aalborg","B",2,"B",2,NA,NA,"Mænd","HF","9220","Nordjyll.",22,1555,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2013-05-28,"bachelor",9,2012,3,"BSc2010",0,0,5,5,0,0,10,10,5,5,5,5,0,0,10,0,5,0,5,0,0,0,10,0,5,0,5,0,0,0,10,0,5,0,5,0,0,0,10,0,5,0,5,0,0,0,10,0,5,0,5,0,0,0,10,0,5,0,5,0,0,0,10,0,5,0,5,0,0,0,10,0,5,0,5,0,0,0,10,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,4,0,NA,-5,4,4,NA,-5,4,4,NA,-5,4,4,NA,-5,4,4,NA,-5,4,4,NA,-5,4,4,NA,-5,4,4,NA,-5,4,4,NA,-5,4,4
"129","1.prio",25317,4.4,1,"Danmark","Aalborg","A",2,"B",5,"A",3.66666666666667,"Mænd","STX","9000","Nordjyll.",21,1629,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-06-14,"bachelor",9,2012,5,"BSc2010",0,0,5,5,0,0,10,10,15,15,15,10,0,0,25,15,15,0,20,10,0,0,35,10,20,15,25,10,0,0,35,0,20,0,25,0,0,0,35,0,20,0,25,0,0,0,35,0,20,0,25,0,0,0,35,0,20,0,25,0,0,0,35,0,20,0,25,0,0,0,35,0,20,0,25,0,0,0,35,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,4,0,NA,7,3,4.33333333333333,NA,3.5,3.33333333333333,4.33333333333333,NA,4.66666666666667,3.33333333333333,0.833333333333333,NA,4.66666666666667,3.33333333333333,0.833333333333333,NA,4.66666666666667,3.33333333333333,0.833333333333333,NA,4.66666666666667,3.33333333333333,0.833333333333333,NA,4.66666666666667,3.33333333333333,0.833333333333333,NA,4.66666666666667,3.33333333333333,0.833333333333333,NA,4.66666666666667,3.33333333333333,0.833333333333333
"130","1.prio",25317,4,1,"Danmark","Aalborg","B",2,"A",6,"A",5.25,"Mænd","HHX","9220","Nordjyll.",21,1619,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-01-13,"bachelor",9,2012,5,"BSc2010",0,0,5,5,0,0,10,10,15,15,15,10,0,0,25,15,15,0,15,10,0,0,25,0,15,0,15,0,0,0,25,0,15,0,15,0,0,0,25,0,15,0,15,0,0,0,25,0,15,0,15,0,0,0,25,0,15,0,15,0,0,0,25,0,15,0,15,0,0,0,25,0,15,0,15,0,0,0,25,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,4,0,NA,7,4,7,NA,1,4,7,NA,1,4,7,NA,1,4,7,NA,1,4,7,NA,1,4,7,NA,1,4,7,NA,1,4,7,NA,1,4,7
"131","1.prio",25317,3.9,1,"Danmark","Aalborg","B",2,"A",3.5,"A",1.33333333333333,"Mænd","STX","9000","Nordjyll.",23,1729,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-03-14,"bachelor",9,2012,9,"BSc2010",0,0,5,5,0,0,10,10,15,15,15,10,0,0,25,15,15,0,25,10,0,0,35,10,25,20,30,5,0,0,50,15,30,5,30,10,0,0,65,15,35,15,45,15,0,0,85,20,40,5,45,0,0,0,85,0,45,5,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,2,0,NA,2,7,2,NA,2.66666666666667,7,2,NA,2.66666666666667,7,1.66666666666667,NA,2,7,1.71428571428571,NA,2,7,1.83333333333333,NA,2,7,2,NA,2,7,2,NA,2,7,2,NA,2,7,2
"132","1.prio",25317,6.2,1,"Danmark","Aalborg","A",4,"A",7,"A",3,"Mænd","HTX","9220","Nordjyll.",19,1849,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Medialogi","Medieteknologi","TEK-NAT","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-12-18,"bachelor",9,2012,6,"BSc2010",0,0,5,5,0,0,10,10,10,15,10,10,0,0,25,15,10,5,15,15,0,0,25,10,10,10,15,0,0,0,25,0,10,0,15,0,0,0,25,0,10,0,15,0,0,0,25,0,10,0,15,0,0,0,25,0,10,0,15,0,0,0,25,0,10,0,15,0,0,0,25,0,10,0,15,0,0,0,25,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,12,0,NA,-0.5,8,2.75,NA,-2,3.66666666666667,2.2,NA,-2,3.66666666666667,1,NA,-2,3.66666666666667,1,NA,-2,3.66666666666667,1,NA,-2,3.66666666666667,1,NA,-2,3.66666666666667,1,NA,-2,3.66666666666667,1,NA,-2,3.66666666666667,1
"133","1.prio",25315,3.7,1,"Danmark","Kbh.","B",2,"A",7.66666666666667,"A",7,"Mænd","Sproglig student","2400","Øst for Storebæl",26,555,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJI80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2016-02-09,2017-06-26,"kandidat",2,2016,3,"MSc2011",5,0,5,0,10,0,15,0,5,0,5,0,10,0,45,30,5,0,5,0,10,0,45,0,5,0,5,0,10,0,45,0,5,0,5,0,10,0,45,0,5,0,5,0,10,0,45,0,5,0,5,0,10,0,45,0,5,0,5,0,10,0,45,0,5,0,5,0,10,0,45,0,5,0,5,0,10,0,45,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,12,10,10,NA,12,11,10,NA,12,11,10,NA,12,11,10,NA,12,11,10,NA,12,11,10,NA,12,11,10,NA,12,11,10,NA,12,11,10,NA,12,11,10
"134","1.prio",25315,3.7,1,"Danmark","Kbh.","B",2,"A",7.66666666666667,"A",7,"Mænd","Sproglig student","2400","Øst for Storebæl",26,1723,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-02-09,"bachelor",9,2012,9,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,25,10,0,0,25,10,25,15,30,5,0,0,40,15,25,5,40,10,0,0,55,15,35,20,45,5,0,0,75,20,40,5,45,0,0,0,75,0,45,5,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,7,0,NA,10,7,4,NA,10,7,4,NA,10,7,2.57142857142857,NA,9,6.25,2.25,NA,9,7.4,1.69230769230769,NA,9,7.4,1.71428571428571,NA,9,7.4,1.86666666666667,NA,9,7.4,1.86666666666667,NA,9,7.4,1.86666666666667
"135","2. <af>vrige",25315,3.5,1,"Danmark","Kbh.","B",2,"A",6.25,"A",7,"Mænd","HTX","2400","Øst for Storebæl",22,1734,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-06-06,"bachelor",9,2012,9,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,25,10,0,0,25,10,25,15,30,5,0,0,25,0,25,0,35,10,0,0,55,30,35,20,45,10,0,0,75,20,35,0,45,0,0,0,75,0,45,10,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,7,0,NA,7,7,2.5,NA,8.5,7,2.5,NA,8.5,7,1.28571428571429,NA,6.33333333333333,5,1.28571428571429,NA,6.33333333333333,6.4,0.833333333333333,NA,6.33333333333333,6.4,0.833333333333333,NA,6.33333333333333,6.4,1.14285714285714,NA,6.33333333333333,6.4,1.14285714285714,NA,6.33333333333333,6.4,1.14285714285714
"136","1.prio",25315,11.8,1,"Danmark","Kbh.","A",12,"A",10.5,"A",9.25,"Mænd","HTX","4700","Øst for Storebæl",19,456,2015,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJM80112","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2015-09-01,2017-06-22,"kandidat",9,2015,5,"MSc2011",5,5,0,5,5,5,15,15,5,0,10,10,10,10,30,15,5,0,10,0,10,0,30,0,5,0,10,0,15,5,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,0,12,7,-5,6.33333333333333,11,7,-5,6.33333333333333,11,7,0,6.33333333333333,11.3333333333333,7,0,6.33333333333333,11.3333333333333,7,0,6.33333333333333,11.3333333333333,7,0,6.33333333333333,11.3333333333333,7,0,6.33333333333333,11.3333333333333,7,0,6.33333333333333,11.3333333333333,7,0,6.33333333333333,11.3333333333333,7
"137","1.prio",25315,11.8,1,"Danmark","Kbh.","A",12,"A",10.5,"A",9.25,"Mænd","HTX","4700","Øst for Storebæl",19,1778,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-29,"bachelor",9,2012,7,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,10,0,0,25,10,35,15,30,10,0,0,40,15,35,0,40,10,0,0,55,15,45,10,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,10,0,NA,7,10,9.66666666666667,NA,9.5,11,9.66666666666667,NA,9.5,10.6666666666667,8,NA,10.3333333333333,11,8,NA,10.3333333333333,10.8,8,NA,10.3333333333333,10.8,8,NA,10.3333333333333,10.8,8,NA,10.3333333333333,10.8,8,NA,10.3333333333333,10.8,8
"138","1.prio",25315,8.4,1,"Litauen","Kbh.","B",2,"B",2,NA,NA,"Mænd","Udenlandsk adg.grundlag","3.00E+08","Ikke oplyst",18,1834,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-09-10,"bachelor",9,2012,8,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,15,5,25,10,0,0,25,10,30,15,30,5,0,0,40,15,30,0,35,10,0,0,55,15,40,10,45,10,0,0,75,20,45,5,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,12,0,NA,7,12,10.6666666666667,NA,8.5,9.5,10.6666666666667,NA,8.5,7.66666666666667,8.33333333333333,NA,7,7.5,8.33333333333333,NA,7,7.4,7,NA,7,7.4,7,NA,7,7.4,7,NA,7,7.4,7,NA,7,7.4,7
