"","gender","ADGGRU","zip","residenceBeforeEnrolment","ageAtEnrolment","priop","UDD_KODE","kvotient","kvote","land","Campus","MAT_Niveau","MATGrade","ENG_Niveau","ENGGrade","DAN_Niveau","DANGrade","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA"
"21","Mænd","STX","9220","Nordjyll.",20,"1.prio",25317,6.5,1,"Danmark","Aalborg","B",2,"A",5.5,"A",5,2125,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",2013,6,"BSc2010",0,0,0,0,0,0,15,15,5,10,5,5,0,0,30,15,25,20,20,15,0,0,40,10,35,10,25,5,0,0,55,15,40,5,40,15,0,0,70,15,45,5,45,5,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,4,0,NA,NA,7,3.5,NA,7,8.66666666666667,5.2,NA,7,8.25,6.42857142857143,NA,8.66666666666667,8.6,6.125,NA,8.66666666666667,8.83333333333333,5.88888888888889,NA,8.66666666666667,8.83333333333333,5.88888888888889,NA,8.66666666666667,8.83333333333333,5.88888888888889,NA,8.66666666666667,8.83333333333333,5.88888888888889,NA,8.66666666666667,8.83333333333333,5.88888888888889
"22","Mænd","STX","3390","Øst for Storebæl",22,"1.prio",25315,7.6,1,"Danmark","Kbh.","B",4,"A",6,"A",6.33333333333333,2064,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2017-02-23,"bachelor",2013,8,"BSc2010",0,5,5,5,0,0,15,15,10,15,10,5,0,0,30,15,10,0,25,15,0,0,40,10,20,25,30,5,0,0,55,15,25,15,35,10,0,0,70,15,40,20,40,10,0,0,90,20,40,5,40,5,0,0,90,0,40,0,40,0,0,0,90,0,40,0,40,0,0,0,90,0,40,0,40,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,-3,NA,NA,5.5,0.5,NA,4,5,0.5,NA,4,4.75,0,NA,1,5.2,-0.214285714285714,NA,-0.5,6.33333333333333,0.277777777777778,NA,-0.4,6.33333333333333,0.263157894736842,NA,-0.4,6.33333333333333,0.263157894736842,NA,-0.4,6.33333333333333,0.263157894736842,NA,-0.4,6.33333333333333,0.263157894736842
"23","Mænd","HTX","2620","Øst for Storebæl",19,"1.prio",25315,4.4,1,"Danmark","Kbh.","B",10,"B",3.66666666666667,"A",2.66666666666667,1877,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-01-24,"bachelor",2013,1,"BSc2010",0,0,0,5,0,0,5,15,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,-5,NA,NA,NA,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA
"24","Mænd","HTX","9220","Nordjyll.",21,"1.prio",25317,8.1,1,"Danmark","Aalborg","A",3.66666666666667,"A",9,"A",9.75,2513,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Software engineering","Datalogi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af institutionen",2014-09-01,2015-08-31,"bachelor",2014,2,"BSc2014",0,5,10,10,0,0,15,15,0,15,10,5,0,0,30,15,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,7,0,NA,1,7,-2.5,NA,1,7,-2.5,NA,1,7,-2.5,NA,1,7,-2.5,NA,1,7,-2.5,NA,1,7,-2.5,NA,1,7,-2.5,NA,1,7,-2.5,NA,1,7,-2.5
"25","Kvinder","Udenlandsk adg.grundlag","9000","Nordjyll.",20,"2. ¯vrige",25317,9.5,1,"Rum¾nien","Aalborg","A",2,NA,NA,NA,NA,2351,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2016-09-13,"bachelor",2014,5,"BSc2014",0,5,5,10,0,0,15,15,5,15,10,10,0,0,30,15,10,10,15,15,0,0,30,0,15,15,20,5,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,-5,4,0,NA,0.666666666666667,5.5,2.4,NA,1.2,5.5,1.28571428571429,NA,1.66666666666667,5.5,0.272727272727273,NA,1.66666666666667,5.5,0.272727272727273,NA,1.66666666666667,5.5,0.272727272727273,NA,1.66666666666667,5.5,0.272727272727273,NA,1.66666666666667,5.5,0.272727272727273,NA,1.66666666666667,5.5,0.272727272727273,NA,1.66666666666667,5.5,0.272727272727273
"26","Mænd","Udenlandsk adg.grundlag","3.00E+08","Ikke oplyst",20,"1.prio",26520,8.9,1,"Rum¾nien","Esbjerg","B",2,"B",2,NA,NA,1683,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Aktiv","afbrudt","Afbrudt af institutionen",2012-09-01,2016-10-31,"bachelor",2012,9,"BSc2010",5,5,10,10,0,0,10,10,15,10,15,5,0,0,25,15,15,5,20,5,0,0,35,10,35,20,25,5,0,0,50,15,35,5,30,15,0,0,65,15,35,10,35,15,0,0,85,20,35,0,35,5,0,0,85,0,35,0,35,0,0,0,85,0,35,5,35,5,0,0,85,0,35,0,35,0,0,0,85,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,7,7,7,NA,7,7,5.33333333333333,NA,7,7,5.33333333333333,NA,7,6.25,3,NA,3,5.8,2.625,NA,2.25,5.5,2.1,NA,2.25,5.5,2.1,NA,2.25,5.5,2.1,NA,0.8,5.5,1.45454545454545,NA,0.8,5.5,1.45454545454545
"27","Mænd","Udenlandsk adg.grundlag","6700","Sydjyl.til Århus",27,"1.prio",26520,6.8,1,"Rum¾nien","Esbjerg","B",2,"B",2,NA,NA,1652,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2014-11-11,"bachelor",2012,5,"BSc2010",5,5,5,10,0,0,10,10,10,10,15,10,0,0,25,15,10,5,20,5,0,0,35,10,10,25,25,5,0,0,50,15,10,0,30,5,0,0,50,0,10,0,30,0,0,0,50,0,10,0,30,0,0,0,50,0,10,0,30,0,0,0,50,0,10,0,30,0,0,0,50,0,10,0,30,0,0,0,50,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,10,2,NA,3.5,11,4,NA,3.5,11.3333333333333,4,NA,3.5,11.5,-0.777777777777778,NA,5.66666666666667,11.5,-0.777777777777778,NA,5.66666666666667,11.5,-0.777777777777778,NA,5.66666666666667,11.5,-0.777777777777778,NA,5.66666666666667,11.5,-0.777777777777778,NA,5.66666666666667,11.5,-0.777777777777778,NA,5.66666666666667,11.5,-0.777777777777778
"28","Mænd","Udenlandsk adg.grundlag","600065","Ikke oplyst",19,"1.prio",26520,12.5,1,"Rum¾nien","Esbjerg","B",2,"B",2,NA,NA,2431,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",2014,6,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,25,10,20,5,0,0,45,15,35,10,25,5,0,0,60,15,40,5,30,5,0,0,75,15,40,0,30,0,15,15,90,15,40,0,35,5,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,10,10,7,0,10,10,9.66666666666667,0,9,9,8,0,8.5,9.25,8.42857142857143,0,8.5,9.4,8.625,5,8.5,9.5,8.625,5,9.2,9.5,8.625,5,9.2,9.5,8.625,5,9.2,9.5,8.625,5,9.2,9.5,8.625
"29","Mænd","STX","9000","Nordjyll.",20,"2. ¯vrige",25317,4,1,"Danmark","Aalborg","A",2,"B",4.33333333333333,"A",6,2331,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2014-09-01,2016-06-09,"bachelor",2014,4,"BSc2014",0,5,10,10,0,0,15,15,5,15,10,5,0,0,30,15,5,5,10,10,0,0,30,0,5,5,10,5,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,7,-3,NA,1,7,-2.2,NA,-2,7,-2.66666666666667,NA,-2.6,7,-3,NA,-2.6,7,-3,NA,-2.6,7,-3,NA,-2.6,7,-3,NA,-2.6,7,-3,NA,-2.6,7,-3,NA,-2.6,7,-3
"30","Kvinder","Matematisk student","2750","Øst for Storebæl",26,"1.prio",25315,6.8,1,"Danmark","Kbh.","B",2,"B",2,NA,NA,1500,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2012-11-28,"bachelor",2012,1,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Mænd","STX","4200","Øst for Storebæl",22,"2. ¯vrige",26520,4,1,"Iran","Esbjerg","B",4.5,"A",4,"A",3.75,2350,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2016-09-08,"bachelor",2014,5,"BSc2014",0,5,0,10,0,0,15,15,5,15,10,15,0,0,30,15,5,5,15,5,0,0,45,15,5,10,20,5,0,0,45,0,5,0,20,0,0,0,45,0,5,0,20,0,0,0,45,0,5,0,20,0,0,0,45,0,5,0,20,0,0,0,45,0,5,0,20,0,0,0,45,0,5,0,20,0,0,0,45,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,0,2,-3,NA,0.666666666666667,1.33333333333333,-1.4,NA,1,4,-1.16666666666667,NA,1.6,4,-1.5,NA,1.6,4,-1.5,NA,1.6,4,-1.5,NA,1.6,4,-1.5,NA,1.6,4,-1.5,NA,1.6,4,-1.5,NA,1.6,4,-1.5
"32","Mænd","HTX","3000","Øst for Storebæl",21,"1.prio",25315,8.4,1,"Danmark","Kbh.","A",8,"B",11.3333333333333,"A",7,1987,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-10-16,"bachelor",2013,5,"BSc2010",5,5,5,5,0,0,15,15,5,10,5,5,0,0,15,15,5,0,5,5,0,0,15,0,5,5,5,5,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,2,2,NA,NA,-1.5,-2.66666666666667,NA,-5,-1.5,-2.66666666666667,NA,-5,-1.5,-3.25,NA,-5,-1.5,-3.25,NA,-5,-1.5,-3.25,NA,-5,-1.5,-3.25,NA,-5,-1.5,-3.25,NA,-5,-1.5,-3.25,NA,-5,-1.5,-3.25
"33","Mænd","HTX","4400","Øst for Storebæl",20,"1.prio",25315,3.8,1,"Danmark","Kbh.","B",2,"B",6,"A",4,1972,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-10-16,"bachelor",2013,5,"BSc2010",5,5,0,5,0,0,15,15,5,10,5,15,0,0,30,15,5,0,10,15,0,0,30,10,5,10,10,5,0,0,30,10,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,2,7,NA,-5,3,-1,NA,0,2,-1,NA,-1,0.25,-2,NA,-1,0.25,-2,NA,-1,0.25,-2,NA,-1,0.25,-2,NA,-1,0.25,-2,NA,-1,0.25,-2,NA,-1,0.25,-2
"34","Mænd","STX","9000","Nordjyll.",19,"1.prio",25317,9.3,1,"Danmark","Aalborg","A",10.6666666666667,"A",8,"A",9,2438,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",2014,6,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,25,10,20,5,0,0,45,15,35,10,25,5,0,0,60,15,40,5,35,10,0,0,75,15,40,0,35,0,15,15,90,15,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,7,7,4,0,9.5,8.5,8,0,9.66666666666667,9.66666666666667,8.2,0,10.25,9.75,9,0,9.6,9.2,9.125,9.66666666666667,9.6,8.83333333333333,9.125,9.66666666666667,9.6,8.83333333333333,9.125,9.66666666666667,9.6,8.83333333333333,9.125,9.66666666666667,9.6,8.83333333333333,9.125,9.66666666666667,9.6,8.83333333333333,9.125
"35","Kvinder","Udenlandsk adg.grundlag","9000","Nordjyll.",22,"1.prio",25317,7.6,1,"Italien","Aalborg","B",2,"B",7,NA,NA,2464,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",2014,6,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,25,10,20,5,0,0,45,15,35,10,25,5,0,0,60,15,40,5,35,10,0,0,75,15,40,0,35,0,15,15,90,15,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,10,7,7,0,11,7,7.66666666666667,0,11.3333333333333,7,6.8,0,10.25,7,6.42857142857143,0,10.2,7,6.875,6.33333333333333,10.2,7.5,6.875,6.33333333333333,10.2,7.5,6.875,6.33333333333333,10.2,7.5,6.875,6.33333333333333,10.2,7.5,6.875,6.33333333333333,10.2,7.5,6.875
"36","Kvinder","Sproglig student","2000","Øst for Storebæl",22,"2. ¯vrige",25315,4.2,1,"Danmark","Kbh.","B",2,"B",2,NA,NA,1963,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-05-18,"bachelor",2013,4,"BSc2010",0,5,5,5,0,0,15,15,0,10,5,5,0,0,30,15,0,0,15,15,0,0,30,10,0,5,15,0,0,0,30,0,0,0,15,0,0,0,30,0,0,0,15,0,0,0,30,0,0,0,15,0,0,0,30,0,0,0,15,0,0,0,30,0,0,0,15,0,0,0,30,0,0,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,2,-5,NA,NA,3,-3.75,NA,1,2,-3.75,NA,1,2,-3.75,NA,1,2,-3.75,NA,1,2,-3.75,NA,1,2,-3.75,NA,1,2,-3.75,NA,1,2,-3.75,NA,1,2,-3.75
"37","Mænd","STX","4600","Øst for Storebæl",21,"2. ¯vrige",25315,4,1,"Danmark","Kbh.","A",0.666666666666667,"B",2,"A",3.25,1751,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-07-14,"bachelor",2012,8,"BSc2010",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,15,0,25,10,0,0,40,10,20,15,25,0,0,0,55,15,25,15,25,5,0,0,70,15,25,5,35,15,0,0,90,20,35,10,45,10,0,0,90,0,45,10,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,4,0,NA,4,5.5,2.5,NA,5.5,4.33333333333333,2.5,NA,5.5,3.75,0.571428571428571,NA,5.5,3.4,0.888888888888889,NA,5.5,4,0.8,NA,5,4,1,NA,5,4,1.42857142857143,NA,5,4,1.42857142857143,NA,5,4,1.42857142857143
"38","Kvinder","Udenlandsk adg.grundlag","9990","Nordjyll.",23,"1.prio",25317,7.5,1,"Rum¾nien","Aalborg","B",2,"B",2,NA,NA,1495,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2012-10-09,"bachelor",2012,1,"BSc2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Kvinder","Udenlandsk adg.grundlag","LV-1043","Ikke oplyst",22,"1.prio",25317,7.3,1,"Letland","Aalborg","B",2,"B",2,NA,NA,2112,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",2013,6,"BSc2010",0,0,0,0,0,0,15,15,5,10,0,5,0,0,30,15,20,15,20,20,0,0,40,10,35,15,25,5,0,0,55,15,40,5,40,15,0,0,70,15,45,5,45,5,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,4,0,NA,NA,8,2,NA,7,9.33333333333333,2.5,NA,7,10,4,NA,10.3333333333333,10,4.375,NA,10.3333333333333,10.3333333333333,4.66666666666667,NA,10.3333333333333,10.3333333333333,4.66666666666667,NA,10.3333333333333,10.3333333333333,4.66666666666667,NA,10.3333333333333,10.3333333333333,4.66666666666667,NA,10.3333333333333,10.3333333333333,4.66666666666667
"40","Kvinder","Udenlandsk adg.grundlag","LV-1084","Ikke oplyst",19,"2. ¯vrige",25315,8.3,1,"Letland","Kbh.","B",2,"B",2,NA,NA,2056,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-10-19,"bachelor",2013,5,"BSc2010",0,5,5,5,0,0,15,15,5,15,10,10,0,0,30,15,5,5,15,15,0,0,40,10,5,5,15,0,0,0,40,0,5,0,15,0,0,0,40,0,5,0,15,0,0,0,40,0,5,0,15,0,0,0,40,0,5,0,15,0,0,0,40,0,5,0,15,0,0,0,40,0,5,0,15,0,0,0,40,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,4,-3,NA,7,4,0.25,NA,3,5,-0.8,NA,3,5,-0.8,NA,3,5,-0.8,NA,3,5,-0.8,NA,3,5,-0.8,NA,3,5,-0.8,NA,3,5,-0.8,NA,3,5,-0.8
